0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
49,19,4,52,5,41,30,26,11,18,36,38,13,50,53,28,14,45,29,22,21,57,48,23,44,54,12,63,16,33,37,55,60,51,9,47,58,1,35,25,43,62,24,20,2,3,31,56,8,32,10,46,7,34,6,39,15,0,42,59,61,40,17,27
31,1,62,60,41,8,48,13,42,24,63,33,49,21,44,46,30,58,18,54,43,53,2,57,9,50,55,14,28,61,59,4,37,11,38,5,17,45,15,40,19,36,23,39,20,7,16,10,12,3,34,52,56,51,22,26,35,25,6,27,47,29,0,32
14,41,34,25,44,50,52,42,13,63,49,43,38,23,28,51,17,2,56,12,22,32,9,8,11,27,40,39,30,26,55,62,29,24,10,19,3,58,31,20,15,0,37,33,47,36,1,45,16,48,60,54,61,18,4,21,7,6,5,53,59,46,35,57
24,5,30,53,7,56,51,11,20,44,40,28,50,58,35,3,25,47,13,29,22,38,48,55,33,0,32,41,10,52,1,6,63,21,15,59,8,57,62,18,46,34,16,14,12,37,49,2,19,45,60,36,26,4,39,27,23,54,43,31,17,9,61,42
63,43,37,23,41,14,12,45,40,47,15,55,27,50,52,33,36,60,51,17,30,53,42,19,22,62,61,57,46,3,38,26,35,56,21,48,0,16,28,29,10,31,58,7,34,18,11,44,39,13,5,9,20,2,32,8,59,4,24,49,6,54,25,1
40,12,13,5,57,43,55,41,58,45,22,38,11,7,27,31,59,2,10,4,25,61,0,49,3,1,9,46,32,14,47,33,19,15,28,8,54,29,53,34,63,21,51,6,39,26,60,18,62,42,35,30,23,48,44,52,37,24,50,16,36,17,20,56
8,46,55,31,25,39,48,50,6,35,33,47,22,4,19,40,9,27,60,63,58,7,44,21,14,28,30,17,12,54,57,3,34,51,37,24,18,42,10,11,62,41,13,23,43,32,36,59,29,26,5,49,2,38,16,20,0,45,61,1,53,56,15,52
1,50,40,30,17,23,46,0,57,8,55,26,24,7,20,21,51,18,22,32,4,49,15,11,42,58,41,12,35,63,9,13,54,53,39,36,62,27,31,14,10,34,19,37,5,25,44,33,59,38,28,16,48,47,43,2,52,60,61,6,45,56,29,3
32,14,10,26,11,39,49,58,31,34,50,62,37,28,61,60,33,12,29,59,3,2,41,15,35,57,9,24,13,1,56,8,5,30,51,40,6,46,36,17,22,52,44,42,25,21,18,53,45,7,27,63,54,48,47,38,16,0,23,43,19,4,20,55
10,5,42,22,0,45,21,17,24,4,18,52,7,25,61,39,8,50,30,26,9,32,37,56,36,44,31,14,2,43,38,6,12,19,51,55,57,33,59,27,53,63,62,28,16,41,20,47,29,60,3,34,15,58,49,13,11,54,48,46,40,1,35,23
29,56,30,61,50,5,38,44,14,11,52,8,62,16,39,55,10,28,37,35,20,43,47,54,51,46,23,63,17,33,45,25,60,22,0,41,2,15,1,18,7,19,32,27,24,53,21,4,6,34,57,9,42,26,36,48,49,13,12,59,58,40,31,3
52,2,29,9,14,12,24,56,36,41,59,0,3,39,53,8,47,23,19,20,55,38,44,42,33,50,10,34,57,27,31,37,26,13,40,25,4,48,61,30,16,22,49,17,15,6,21,5,46,1,45,18,28,60,63,58,62,35,7,11,32,54,51,43
29,57,21,51,43,11,49,25,50,41,15,0,55,19,14,9,32,38,45,1,17,18,13,35,42,60,36,7,48,34,63,6,40,52,26,28,62,44,30,37,61,2,47,20,53,24,56,4,3,31,54,12,46,27,33,10,58,59,16,39,8,23,22,5
15,20,39,23,55,21,53,25,50,2,44,52,0,22,32,37,43,42,27,5,19,14,47,6,28,16,9,17,24,41,3,8,58,12,29,7,1,34,45,35,26,57,60,4,18,33,31,10,11,56,59,36,63,38,30,54,48,40,51,61,13,46,62,49
40,24,3,19,55,10,54,32,0,35,53,60,12,18,48,56,50,45,29,26,58,25,44,16,61,4,23,42,28,37,30,6,1,5,9,11,27,62,8,17,21,22,15,63,49,2,36,38,13,51,14,33,41,47,20,46,52,39,31,34,7,43,59,57
43,7,2,59,42,27,45,21,3,29,49,26,60,31,34,15,54,30,41,1,16,47,23,36,10,56,4,46,52,48,14,50,12,37,17,19,63,39,8,58,11,35,57,32,28,44,24,38,18,33,25,5,22,62,53,40,0,51,6,61,55,20,9,13
12,16,55,61,25,34,46,56,21,3,29,33,44,10,53,54,13,2,47,15,4,20,58,24,6,43,57,27,42,52,31,59,45,8,22,60,35,28,23,41,9,7,39,37,36,32,30,18,26,51,40,63,0,48,62,38,14,49,11,19,5,50,1,17
53,49,13,20,35,40,63,56,30,6,54,61,17,41,55,19,3,2,50,48,47,22,33,25,32,58,60,10,15,43,1,27,8,9,38,45,31,28,16,51,12,62,36,59,23,7,39,46,14,4,52,5,24,42,37,26,0,44,29,57,11,18,34,21
41,1,13,39,9,11,26,62,44,2,5,34,57,45,23,61,17,43,14,31,7,32,40,51,36,19,3,50,46,22,4,30,37,55,54,58,18,24,38,33,12,21,56,27,20,15,52,29,63,59,16,0,6,10,35,25,8,48,49,28,60,47,53,42
62,19,30,34,20,22,9,58,18,5,50,37,2,16,57,32,15,63,46,21,51,25,27,47,42,60,48,11,12,28,3,6,0,36,13,14,26,8,61,38,53,56,52,7,10,23,33,17,40,54,49,39,44,55,1,41,45,24,59,31,35,4,29,43
22,17,7,56,4,53,38,11,49,15,29,61,33,40,25,54,34,36,59,57,46,9,47,43,48,31,37,27,39,0,41,30,26,24,6,5,62,8,21,50,1,28,60,44,42,3,35,58,12,45,18,19,13,14,23,10,32,55,20,51,63,16,2,52
20,56,4,48,57,50,15,5,29,6,38,0,7,23,11,60,52,45,28,39,51,47,31,58,55,43,44,14,49,27,59,3,22,37,34,42,33,21,2,36,13,41,30,26,18,1,25,24,8,19,62,10,12,63,61,32,54,35,9,17,16,53,40,46
12,10,32,62,16,0,1,13,50,61,8,53,24,44,37,55,22,38,5,31,48,30,27,11,57,47,35,54,51,42,36,34,43,14,17,52,45,46,2,28,7,26,25,58,56,6,19,9,63,29,20,33,49,60,41,39,40,59,15,23,4,18,21,3
61,56,62,8,48,43,32,29,63,21,57,51,27,23,45,1,20,52,60,36,26,3,39,19,5,54,22,28,53,41,33,49,7,37,15,58,55,17,12,50,30,44,35,4,11,25,24,47,18,10,40,31,59,46,42,16,0,13,9,34,6,2,38,14
34,28,29,8,17,11,20,27,35,5,30,12,0,59,62,60,7,1,36,53,31,18,48,45,56,22,15,49,41,61,16,44,10,47,23,14,54,46,40,50,25,19,52,39,4,21,57,9,32,3,63,55,43,38,2,37,26,33,6,42,13,24,58,51
29,58,55,11,26,42,16,61,39,56,12,50,4,46,47,40,52,35,0,23,18,51,31,32,44,36,25,3,60,43,5,8,49,6,41,15,38,20,37,21,7,33,57,27,34,30,9,28,19,1,17,48,14,2,45,53,59,54,13,22,10,63,62,24
56,17,33,25,14,23,34,59,21,50,4,55,30,41,29,57,45,39,63,6,0,58,27,43,40,13,8,53,61,51,12,60,36,32,18,11,26,10,28,31,20,1,15,35,16,24,2,9,49,46,62,54,19,52,48,3,44,5,22,38,47,7,42,37
55,3,33,20,44,24,58,10,48,23,39,34,62,54,19,49,47,52,7,9,42,8,59,15,53,32,26,41,61,43,51,6,22,40,35,29,18,63,60,13,14,31,50,1,27,11,56,36,57,4,46,5,45,21,30,38,37,25,2,0,28,16,17,12
25,40,23,47,27,62,4,6,49,7,10,11,42,16,50,19,60,35,1,33,51,21,61,18,41,13,3,53,34,37,57,39,48,31,28,36,20,44,9,46,22,59,17,0,15,38,2,45,24,52,30,63,12,43,14,58,54,32,29,5,56,26,55,8
12,26,2,37,60,14,8,39,0,32,33,27,62,45,30,49,48,9,5,11,46,23,56,41,3,21,25,18,19,34,51,47,55,44,6,1,15,53,36,58,24,7,28,52,22,38,35,17,54,57,40,16,4,59,10,13,31,20,42,63,29,50,61,43
41,19,28,6,29,22,30,58,24,42,2,46,61,35,0,40,20,45,3,55,9,12,26,4,49,25,39,17,37,31,11,59,36,23,38,44,8,47,34,57,56,27,54,48,33,18,13,5,53,10,1,50,60,21,32,14,7,16,52,62,43,63,15,51
14,42,63,18,44,0,7,23,52,31,47,26,4,28,13,27,2,49,46,30,15,11,22,53,19,62,17,40,59,36,20,48,60,45,9,33,12,21,8,35,43,54,50,3,55,56,32,6,38,25,34,24,1,51,58,10,61,57,41,29,39,16,37,5
32,49,61,38,17,3,55,37,16,59,20,31,63,23,57,46,41,9,35,7,1,28,36,13,51,19,43,25,62,21,30,44,2,27,58,45,8,18,11,12,47,29,33,10,6,15,26,14,54,4,42,0,60,53,50,56,22,5,48,39,34,40,52,24
57,59,54,2,39,63,18,8,33,43,47,3,5,11,52,62,36,13,26,1,22,58,38,55,35,16,51,46,7,56,31,17,34,44,4,60,30,23,24,6,14,42,10,49,20,40,41,0,48,21,50,45,15,53,29,25,12,9,32,28,37,27,61,19
33,46,28,20,10,0,60,55,22,50,32,12,43,27,51,53,11,48,45,15,42,62,57,58,30,14,31,47,34,59,56,41,6,52,3,29,7,17,8,24,5,36,9,63,2,44,23,18,38,35,49,19,16,26,25,54,37,21,4,40,39,13,61,1
7,23,49,1,38,31,55,46,36,27,32,59,22,54,3,18,21,13,19,24,5,17,58,34,2,60,11,50,48,16,15,6,52,35,25,29,9,62,63,57,45,51,4,43,61,0,42,40,44,10,8,41,33,20,47,37,39,30,12,14,56,53,26,28
61,47,29,37,31,35,14,30,10,18,52,44,56,5,60,45,51,32,57,4,19,38,23,33,34,54,48,2,21,55,3,9,58,42,13,28,40,26,8,36,1,0,17,53,43,20,49,41,12,59,16,27,39,46,24,62,15,25,63,22,7,6,11,50
25,24,46,23,2,63,45,8,38,11,1,58,57,15,42,14,21,43,47,30,40,62,7,22,20,54,3,35,16,53,55,4,59,28,12,49,17,51,48,36,52,39,31,41,50,61,18,26,32,19,27,44,13,0,10,60,37,29,34,9,33,6,56,5
46,39,21,1,42,57,23,29,26,49,7,62,35,44,28,50,15,6,48,12,22,24,8,47,16,9,58,43,2,20,38,14,11,53,45,27,18,59,56,55,0,54,5,10,60,4,31,63,25,37,52,33,30,3,41,17,61,34,19,51,36,32,40,13
36,43,33,4,2,12,17,7,44,53,41,56,27,3,40,39,22,34,21,55,62,35,15,61,57,50,20,25,49,29,6,23,58,63,19,54,60,59,31,48,45,14,52,37,24,32,26,9,51,0,16,38,10,18,5,28,13,47,42,8,46,11,1,30
16,63,4,31,33,43,62,28,58,2,3,11,30,34,29,32,59,60,5,22,24,17,26,50,15,51,19,6,18,8,53,35,23,1,12,21,40,55,61,10,14,45,42,47,25,39,41,37,36,52,38,48,9,57,54,27,7,0,46,49,56,20,13,44
30,18,34,54,47,51,57,50,13,36,60,61,17,59,55,23,37,15,27,52,6,26,38,49,7,45,12,0,9,5,28,21,63,43,56,29,40,10,3,42,4,11,19,48,41,25,22,31,14,44,20,53,62,33,24,39,58,1,35,2,16,46,32,8
60,38,32,49,31,62,2,59,19,7,11,51,21,22,56,10,37,27,45,42,63,0,34,26,14,6,61,30,33,13,44,25,40,39,54,8,15,4,12,36,18,57,58,24,50,43,20,9,29,23,41,48,46,5,1,17,28,16,3,52,47,35,55,53
47,44,7,50,43,25,33,2,15,4,34,48,41,31,22,56,1,28,12,37,26,14,57,42,46,61,20,18,10,17,19,6,30,60,21,55,29,5,23,0,38,24,16,13,62,58,3,51,54,11,39,59,40,32,52,8,63,36,9,53,49,27,35,45
19,25,50,8,38,20,18,40,23,48,53,46,58,3,26,39,29,54,5,62,24,0,35,37,22,42,60,44,51,52,12,16,4,2,59,56,31,28,32,15,1,41,9,36,10,33,34,27,43,47,63,7,13,55,30,6,17,11,14,61,21,45,49,57
14,63,61,23,56,6,0,45,27,2,9,26,13,12,48,29,46,54,50,49,4,20,42,39,22,15,7,60,11,5,34,51,35,3,33,24,17,10,43,59,47,52,1,25,40,21,8,55,37,41,36,58,53,30,57,16,62,38,19,31,44,28,32,18
49,14,33,7,56,4,47,42,50,45,25,32,15,36,54,26,20,6,59,8,48,2,40,5,52,30,57,17,11,9,27,34,31,29,63,37,60,35,55,23,12,21,58,46,19,61,38,10,39,41,16,0,24,13,44,1,3,51,28,62,18,22,43,53
48,18,52,57,4,59,38,30,14,42,10,26,19,55,31,23,5,1,2,11,61,17,43,50,8,16,47,63,9,21,35,12,22,41,13,34,37,29,32,20,6,46,27,28,45,0,33,51,25,3,54,56,15,40,44,36,49,53,60,39,24,62,7,58
12,41,30,43,59,6,58,45,38,0,35,44,52,54,36,56,31,49,63,47,1,9,27,26,48,55,24,46,3,21,7,22,17,40,2,23,28,53,42,19,8,33,11,32,29,25,60,5,62,61,34,4,18,20,13,57,51,39,14,15,50,16,37,10
48,54,34,55,2,35,53,42,57,11,12,31,30,3,41,10,17,21,1,13,62,32,15,14,52,44,6,47,19,49,9,24,20,8,5,37,43,7,23,16,61,28,45,63,18,58,22,26,51,60,0,25,39,40,50,38,27,33,59,29,4,36,46,56
0,53,13,21,12,18,37,44,3,22,39,57,26,59,24,36,14,10,48,33,23,42,27,34,8,29,60,61,50,43,17,4,56,9,35,63,45,41,5,28,46,32,20,58,11,31,16,51,2,25,62,52,40,7,49,19,55,1,54,6,30,47,15,38
60,26,24,19,56,4,2,49,61,18,48,50,17,3,59,34,54,10,6,28,37,5,32,1,11,16,43,0,36,44,22,51,47,29,53,31,27,20,40,25,62,13,12,55,15,35,46,23,9,8,21,42,30,52,58,33,38,63,41,39,45,14,7,57
3,5,29,13,23,51,60,6,34,62,15,22,35,2,10,33,32,24,47,59,11,26,61,38,41,1,7,57,0,36,4,55,56,46,25,54,30,58,39,27,31,9,42,17,14,19,16,21,43,28,52,63,44,8,49,40,53,12,50,45,37,20,18,48
21,58,10,2,50,16,24,13,22,31,48,41,4,61,3,8,20,47,51,38,19,44,40,12,6,46,53,55,49,28,18,26,7,29,45,23,43,52,62,11,60,25,42,59,35,34,1,54,37,33,36,32,39,14,17,0,57,56,9,30,63,15,27,5
56,34,30,14,23,35,16,17,59,27,49,9,20,33,55,57,26,0,7,31,42,43,28,1,6,54,46,36,44,61,22,18,32,53,51,11,47,39,24,29,12,19,5,38,21,25,45,58,52,15,3,10,60,62,63,2,50,48,13,41,4,8,40,37
33,19,42,3,40,55,49,44,63,11,46,1,57,52,0,8,51,17,4,14,43,6,32,13,50,36,38,56,27,35,45,34,59,20,21,18,58,24,62,31,29,5,30,39,22,16,15,60,2,47,41,12,25,54,37,26,9,53,23,28,61,10,48,7
37,12,48,22,58,6,34,4,0,10,36,51,32,35,2,19,15,31,39,62,29,17,27,54,44,42,45,60,5,11,38,21,8,40,20,63,43,30,14,61,16,1,46,50,41,49,33,23,26,55,56,13,3,59,47,28,53,9,24,18,25,7,57,52
10,17,21,22,24,59,55,25,14,47,36,37,58,18,39,44,16,6,12,11,51,20,41,35,54,49,0,60,50,46,2,40,52,26,19,8,43,34,56,32,63,45,9,33,42,62,23,5,7,38,48,27,28,29,30,53,4,13,3,57,31,15,61,1
6,48,39,42,37,24,1,21,26,45,38,32,47,3,10,17,40,50,34,52,53,59,46,43,41,4,27,13,19,22,30,18,33,25,5,29,9,31,57,0,63,35,54,8,23,60,16,49,14,55,62,51,7,28,15,11,20,56,36,61,12,44,2,58
7,0,9,48,38,31,46,56,5,54,43,59,11,37,34,50,19,20,58,45,23,24,10,25,35,22,28,42,60,36,63,18,53,21,55,8,33,30,41,14,49,6,4,61,32,62,17,2,52,57,39,29,16,15,1,47,51,40,3,13,26,44,27,12
45,42,41,59,18,61,47,34,30,19,26,36,8,39,27,12,31,60,52,53,11,48,3,58,49,57,51,7,4,56,14,62,10,24,38,63,50,46,43,23,28,35,55,6,15,44,9,5,32,25,16,37,29,1,13,21,2,20,40,54,0,33,22,17
34,11,35,5,44,7,23,46,9,58,18,56,41,26,53,6,31,22,54,48,24,28,62,37,15,55,4,47,13,29,3,21,63,10,33,43,39,17,1,12,8,30,27,32,19,50,59,42,49,2,14,20,38,52,40,57,51,60,45,61,36,0,25,16
61,51,24,33,36,50,63,59,42,60,28,23,56,39,45,52,0,2,37,1,25,9,7,5,58,55,47,32,6,22,43,38,57,29,3,53,18,34,11,26,40,49,31,41,15,44,27,4,46,19,21,35,16,8,10,12,17,14,13,54,30,20,62,48
11,45,51,36,44,20,29,38,34,55,50,52,3,17,54,7,18,48,10,28,32,25,61,40,30,16,26,33,22,43,35,9,59,42,23,19,1,60,8,62,0,58,39,4,57,49,12,2,15,46,53,41,31,6,24,21,37,27,63,14,5,56,47,13
15,61,30,37,28,52,9,42,13,33,57,29,31,24,53,63,48,44,55,35,17,59,47,1,2,54,21,18,26,4,6,39,0,20,5,7,14,34,10,38,8,40,58,32,62,36,19,49,12,50,25,3,16,56,27,51,43,11,46,41,60,45,22,23
25,0,48,23,61,52,56,12,29,57,32,35,55,49,6,63,4,11,44,21,18,58,36,27,62,46,7,54,31,41,20,47,34,37,50,43,17,15,8,51,33,30,19,53,2,9,13,22,5,59,24,38,1,10,39,26,45,3,28,16,60,42,40,14
57,29,10,20,14,22,6,40,43,42,0,13,52,35,41,63,30,38,46,25,1,34,27,33,37,16,62,48,18,61,50,8,39,3,28,60,15,53,4,26,49,45,51,32,11,12,59,44,7,2,58,21,24,36,23,17,19,55,56,47,54,31,5,9
50,36,44,15,0,2,56,14,13,28,18,55,10,21,33,45,29,5,58,61,7,60,22,47,25,12,39,62,42,17,49,51,35,63,32,52,16,19,27,30,8,3,4,48,37,11,40,1,57,38,23,9,46,24,20,54,31,26,34,43,53,59,6,41
5,14,53,43,0,28,59,62,2,12,35,51,56,57,13,29,20,7,1,55,8,24,47,17,42,15,44,54,40,36,19,60,21,4,38,46,52,31,50,48,63,33,16,34,30,32,61,45,22,41,58,9,49,25,27,18,11,3,26,23,39,37,10,6
33,44,24,26,53,61,10,42,54,46,34,16,8,51,21,62,4,43,11,39,59,37,57,27,40,5,23,58,1,29,36,63,19,48,0,30,15,56,2,35,17,50,45,32,38,9,25,60,3,12,28,55,6,41,22,13,49,7,31,47,18,52,20,14
15,63,51,30,34,27,16,48,9,60,18,55,23,38,52,11,40,53,26,43,22,44,57,13,8,20,50,24,61,36,59,17,49,4,14,41,25,7,12,39,31,45,47,33,10,29,56,46,2,0,6,3,5,21,42,32,28,62,37,54,19,35,1,58
17,34,21,51,42,6,27,62,59,61,63,26,20,55,14,52,4,41,48,35,24,57,13,44,3,56,11,10,45,5,43,23,31,50,1,9,47,60,0,19,58,22,40,33,30,16,39,53,7,32,28,49,46,25,15,36,8,37,12,2,54,38,18,29
12,46,63,21,47,57,2,16,10,60,53,37,24,42,9,55,45,59,13,19,39,56,40,23,58,25,15,48,36,52,11,30,3,4,54,14,35,0,34,31,27,22,62,5,29,49,33,6,43,38,32,17,20,28,1,18,8,26,44,61,41,50,51,7
25,13,63,37,51,19,1,39,36,26,42,8,11,21,16,2,23,15,9,58,10,5,49,24,44,27,38,17,12,46,48,0,18,22,14,20,62,61,43,32,6,53,54,28,50,7,3,34,55,57,60,59,52,29,4,30,40,47,41,33,31,56,45,35
30,22,57,17,59,9,23,26,48,1,63,14,62,56,45,16,5,55,24,12,3,2,61,19,39,10,15,44,33,53,36,51,49,11,37,58,28,32,18,47,27,13,41,20,21,6,8,50,42,43,35,46,7,29,38,54,52,34,4,31,40,25,0,60
31,21,36,3,43,58,18,53,0,41,14,42,5,30,7,52,50,57,61,45,34,28,35,22,23,10,1,12,37,39,24,59,29,49,27,48,8,19,26,63,20,38,54,47,32,62,4,2,15,40,17,55,6,44,46,13,9,11,56,51,25,16,60,33
15,33,17,12,62,0,18,63,25,4,31,10,60,1,9,56,32,38,61,28,43,44,27,57,30,21,8,23,5,46,48,51,22,41,13,3,52,11,36,55,19,42,35,26,50,24,45,58,47,20,14,2,29,40,7,16,37,59,54,34,6,39,49,53
49,55,33,34,52,22,38,36,20,56,7,16,58,11,0,47,44,25,45,13,57,29,15,28,54,42,39,24,17,23,35,19,9,3,18,41,4,1,8,31,62,6,26,2,46,61,40,48,63,21,50,60,14,10,5,12,59,37,51,43,30,32,53,27
38,9,7,60,57,56,26,4,47,8,37,50,0,44,43,2,58,61,23,45,31,27,20,53,12,36,15,30,35,18,34,17,14,40,1,19,32,52,22,63,33,41,51,29,6,42,46,3,28,25,11,62,59,49,55,10,24,5,16,21,13,39,48,54
14,0,7,34,22,46,63,4,12,24,26,49,16,32,43,18,61,47,55,39,2,11,54,20,50,31,62,56,41,13,29,9,44,33,42,36,28,52,25,40,3,57,27,8,15,1,58,53,19,48,51,23,6,45,60,21,5,30,59,35,37,10,38,17
3,4,35,32,34,40,21,33,59,46,63,11,37,51,62,24,5,13,48,42,53,16,10,6,61,28,58,38,41,54,39,50,18,14,19,9,2,17,1,25,15,29,49,55,0,20,44,27,30,36,43,12,57,26,22,56,8,7,52,60,47,45,31,23
42,19,33,49,62,50,21,56,32,18,29,55,54,39,36,41,16,15,27,40,59,23,57,13,46,43,26,7,28,22,61,47,52,4,48,9,14,10,17,35,38,20,24,2,25,0,44,3,45,6,63,60,30,51,12,58,34,8,53,5,37,11,31,1
48,27,25,31,14,32,18,57,10,59,60,33,58,15,34,12,42,0,50,20,24,43,41,29,63,49,22,26,53,17,4,13,47,44,54,40,1,21,37,51,36,8,6,61,2,62,9,56,55,35,39,7,45,38,19,52,5,23,28,30,3,11,46,16
14,35,52,26,37,28,43,56,19,32,61,2,51,42,30,49,5,12,25,3,7,58,54,29,20,50,0,16,63,57,34,10,9,23,11,47,59,55,15,6,40,38,18,24,62,39,8,48,36,4,33,53,27,45,22,44,17,21,13,41,46,60,1,31
2,30,37,7,19,15,18,22,25,38,14,8,35,10,4,47,23,31,28,45,41,11,44,46,61,63,60,53,3,50,59,12,24,49,48,36,54,13,39,43,5,42,32,56,21,1,57,16,6,52,55,27,17,20,29,33,34,58,26,9,40,62,0,51
44,32,35,17,27,13,50,12,52,51,40,59,42,8,4,22,38,62,57,39,34,55,26,15,37,43,48,3,5,29,10,61,60,53,14,33,21,30,19,11,25,28,41,24,63,6,47,23,20,46,18,1,16,36,31,7,0,9,54,49,2,45,58,56
29,12,32,46,25,17,38,31,58,52,8,49,2,15,55,26,54,0,40,53,33,9,14,48,13,28,37,42,16,20,63,19,6,3,57,30,5,59,61,45,23,50,22,11,21,44,56,39,47,36,24,51,18,41,34,4,60,7,62,43,10,1,35,27
37,29,63,2,14,55,12,3,1,18,40,44,30,23,57,24,58,28,17,59,9,15,8,34,27,13,45,22,46,21,62,5,47,16,26,10,60,33,41,53,42,6,61,11,4,36,20,50,25,49,7,19,31,51,48,0,56,38,43,52,35,39,32,54
8,40,20,5,6,50,57,59,15,37,23,29,14,12,26,16,55,27,63,51,1,56,42,43,32,28,21,19,30,4,62,18,36,47,46,60,3,31,33,41,54,2,44,48,7,35,11,34,0,17,58,49,25,24,61,53,13,9,39,52,45,22,10,38
16,8,42,7,26,30,25,37,61,59,9,24,47,60,36,11,43,51,5,49,33,56,35,39,38,1,0,40,55,63,21,10,52,6,41,28,18,3,44,62,58,19,54,13,31,57,2,20,14,4,45,27,48,32,34,29,17,50,12,23,15,46,53,22
33,4,45,1,29,32,34,47,41,7,36,13,17,46,25,61,30,3,53,35,9,39,54,28,24,8,18,56,11,49,26,31,27,20,52,19,60,59,58,44,14,10,57,51,37,16,2,63,62,40,38,22,23,5,15,0,43,55,6,48,12,21,42,50
55,61,41,36,39,21,35,23,8,24,54,18,40,25,3,7,57,47,26,27,46,0,43,63,62,16,50,4,30,17,59,53,15,37,51,52,31,2,45,58,49,32,1,12,11,44,33,38,14,6,34,9,42,20,56,19,28,48,13,10,22,29,60,5
14,44,12,48,57,19,40,41,11,31,23,58,36,28,17,8,33,60,54,49,61,1,3,0,16,9,18,39,62,37,29,42,43,63,45,10,22,53,21,51,27,38,6,15,52,5,55,32,13,26,4,2,30,56,20,7,24,47,35,25,46,34,50,59
9,35,62,43,38,5,44,61,25,24,45,0,17,6,52,54,49,39,4,51,40,3,11,32,13,8,48,30,37,14,20,33,26,60,22,59,31,36,42,19,63,34,50,23,41,58,57,29,7,16,53,2,12,18,21,55,47,1,28,15,27,46,56,10
39,24,57,45,63,8,49,28,5,32,34,51,40,7,46,60,11,42,33,48,14,1,35,2,18,0,37,54,31,15,3,58,50,22,9,44,4,41,26,59,38,47,21,30,19,12,52,53,27,10,16,43,25,55,6,29,62,23,17,13,36,20,56,61
57,30,27,58,26,49,2,34,44,23,12,41,60,33,0,15,4,36,17,63,50,43,62,7,56,39,22,11,18,5,8,51,47,10,42,46,21,38,19,29,61,48,59,52,16,31,55,9,53,14,45,37,6,25,40,24,28,1,35,13,54,3,20,32
48,56,58,3,22,11,61,37,49,51,38,60,26,0,30,6,5,45,19,8,44,2,16,15,57,42,63,32,27,10,24,25,1,9,29,4,40,50,46,39,41,12,17,28,43,59,31,52,54,34,20,14,23,62,47,53,21,18,36,7,35,13,55,33
26,20,1,6,54,42,29,43,57,63,48,49,21,14,38,53,47,0,25,32,11,19,16,45,31,22,7,51,33,24,23,12,60,17,46,18,58,4,52,2,37,28,3,62,15,30,40,44,39,41,59,8,55,34,13,56,36,50,61,5,9,35,27,10
47,5,32,3,20,57,14,54,42,45,10,52,50,30,27,36,18,6,0,62,15,37,7,2,49,24,41,63,56,4,13,29,16,46,51,26,19,48,59,22,55,33,38,40,1,53,34,17,44,28,21,43,39,9,35,23,60,25,31,11,58,61,8,12
31,17,39,8,22,54,1,3,38,48,5,56,19,47,25,50,24,49,62,63,13,33,58,27,2,21,20,29,34,16,32,4,53,12,55,18,11,10,61,28,41,46,37,0,14,44,52,36,30,26,42,45,15,57,9,35,6,7,23,59,40,43,51,60
25,31,57,3,12,60,24,38,54,35,11,0,6,16,49,40,1,52,2,22,10,17,14,37,29,44,27,32,21,20,28,59,19,4,39,51,53,47,18,13,58,62,23,50,33,48,56,8,34,36,41,42,61,30,5,63,55,15,43,46,26,45,7,9
11,10,59,61,4,26,46,23,6,9,43,32,36,54,7,16,21,48,18,60,2,44,19,37,17,5,27,42,25,8,1,35,52,24,38,62,0,41,57,56,3,12,13,39,58,34,45,29,30,40,50,15,14,53,47,20,63,55,51,33,28,22,49,31
7,31,9,37,6,39,25,0,47,16,27,58,54,19,61,35,18,4,40,55,41,48,42,20,23,1,57,12,36,17,28,49,52,63,46,14,15,43,11,59,34,2,56,3,8,24,30,45,29,50,32,26,53,62,44,51,10,21,33,5,60,38,13,22
38,20,21,42,3,27,8,61,26,0,47,37,62,53,28,43,55,51,25,33,32,44,54,5,59,40,14,1,24,11,23,35,7,58,60,18,52,39,6,46,63,30,19,31,50,2,41,4,16,29,56,10,17,22,36,13,45,49,34,12,9,48,57,15
35,54,32,3,45,46,57,52,44,34,13,29,12,24,16,30,22,0,6,33,23,17,50,11,55,31,40,21,59,41,4,26,51,14,49,27,19,2,5,10,62,60,43,63,56,47,28,1,38,37,39,58,20,15,48,42,36,18,25,9,8,7,53,61
18,44,50,30,26,35,9,3,2,32,4,34,37,7,59,38,58,63,17,53,22,15,6,52,12,29,20,42,1,31,43,39,5,41,55,21,36,48,46,14,40,0,10,62,16,24,8,11,56,60,28,51,45,23,47,33,49,25,19,27,61,57,13,54
31,51,19,37,53,60,13,1,17,46,32,2,48,16,43,22,29,33,41,44,5,59,21,49,62,58,35,24,25,63,12,34,3,20,9,30,15,57,47,18,23,26,39,55,54,50,7,28,14,42,45,0,61,10,6,36,56,4,52,40,11,27,8,38
53,2,46,51,57,6,40,36,27,8,10,5,23,26,32,3,4,52,33,28,21,7,50,58,9,37,16,34,12,48,11,44,35,14,43,60,45,42,20,29,54,13,17,47,55,18,22,25,31,1,56,59,62,41,63,15,39,49,38,0,19,24,61,30
